District Code,District,School,School Code,School Type,Title I Status,Level,Latitude,Longitude
157,Erlanger-Elsmere Independent,Tichenor Middle School,157060,A1,Title 1 Eligible - No Program,MS,39.018919,-84.60683
157,Erlanger-Elsmere Independent,Bartlett Educational Center,157061,A5,Not a Title 1 School,HS,39.018564,-84.606609
161,Estill County,Estill Springs Elementary,161011,A1,Title 1 Eligible - Schoolwide School,ES,37.7093,-83.974817
161,Estill County,Estill County Success Academy,161014,A5,Not a Title 1 School,HS,37.736023,-83.988658
161,Estill County,Estill County Middle School,161085,A1,Title 1 Eligible - Schoolwide School,MS,37.737476,-83.989401
161,Estill County,Estill County High School,161090,A1,Title 1 Eligible - Schoolwide School,HS,37.735957,-83.988682
161,Estill County,West Irvine Intermediate,161280,A1,Title 1 Eligible - Schoolwide School,ES,37.701016,-83.987638
162,Fairview Independent,Fairview Elementary School,162011,A1,Title 1 Eligible - Schoolwide School,ES,38.468746,-82.680874
162,Fairview Independent,Fairview High School,162020,A1,Title 1 Eligible - Schoolwide School,HS,38.479993,-82.675133
162,Fairview Independent,Fairview High School,162020,A1,Title I Eligible - Schoolwide School,MS,38.479993,-82.675133
165,Fayette County,Arlington Elementary School,165005,A1,Title 1 Eligible - Schoolwide School,ES,38.058933,-84.477449
165,Fayette County,Ashland Elementary School,165007,A1,Title 1 Eligible - Schoolwide School,ES,38.037896,-84.480699
165,Fayette County,Veterans Park Elementary School,165012,A1,Not a Title 1 School,ES,37.959636,-84.501058
165,Fayette County,Beaumont Middle School,165015,A1,Title 1 Eligible - No Program,MS,38.02853,-84.558177
165,Fayette County,Scapa At Bluegrass,165018,A1,Not a Title I School,ES,38.027107,-84.525246
165,Fayette County,Scapa At Bluegrass,165018,A1,Not a Title 1 School,MS,38.027107,-84.525246
165,Fayette County,Martin L King Acad for Excellence Alt,165021,A5,Not a Title 1 School,HS,38.025612,-84.448553
165,Fayette County,Crawford Middle School,165025,A1,Title 1 Eligible - Schoolwide School,MS,38.05138,-84.430937
165,Fayette County,Bryan Station Middle School,165030,A1,Title 1 Eligible - Schoolwide School,MS,38.066559,-84.453177
165,Fayette County,Cassidy Elementary School,165032,A1,Not a Title 1 School,ES,38.025101,-84.49066
165,Fayette County,Edythe Jones Hayes Middle School,165034,A1,Title 1 Eligible - No Program,MS,37.980379,-84.411338
165,Fayette County,Deep Springs Elementary School,165035,A1,Title 1 Eligible - Schoolwide School,ES,38.061049,-84.446154
165,Fayette County,Dixie Elementary Magnet School,165036,A1,Title 1 Eligible - Schoolwide School,ES,38.053805,-84.43766
165,Fayette County,Garden Springs Elementary School,165037,A1,Title 1 Eligible - Schoolwide School,ES,38.025941,-84.54829
165,Fayette County,Harrison Elementary School,165038,A1,Title 1 Eligible - Schoolwide School,ES,38.052353,-84.500493
165,Fayette County,Henry Clay High School,165039,A1,Title 1 Eligible - No Program,HS,38.01655,-84.469998
165,Fayette County,Athens-Chilesburg Elementary,165045,A1,Not a Title 1 School,ES,37.992651,-84.400929
165,Fayette County,Booker T Washington Academy Elementary,165046,,,ES,,
165,Fayette County,Rosa Parks Elementary School,165052,A1,Not a Title 1 School,ES,38.023931,-84.564779
165,Fayette County,The Stables,165054,A5,Not a Title 1 School,HS,38.165754,-84.52908
165,Fayette County,Booker T Washington Elementary School,165055,A1,Title 1 Eligible - Schoolwide School,ES,38.069086,-84.500825
165,Fayette County,William Wells Brown Elementary,165056,A1,Title 1 Eligible - Schoolwide School,ES,38.045729,-84.479757
165,Fayette County,Liberty Elementary,165057,A1,Title 1 Eligible - No Program,ES,38.019319,-84.432809
165,Fayette County,Sandersville Elementary,165058,A1,Title 1 Eligible - Schoolwide School,ES,38.103211,-84.537599
165,Fayette County,Wellington Elementary,165059,A1,Not a Title 1 School,ES,37.99265,-84.5447
165,Fayette County,Lafayette High School,165060,A1,Title 1 Eligible - No Program,HS,38.025351,-84.525759
165,Fayette County,Lansdowne Elementary School,165062,A1,Title 1 Eligible - Schoolwide School,ES,37.98984,-84.510652
165,Fayette County,Leestown Middle School,165065,A1,Title 1 Eligible - Schoolwide School,MS,38.071759,-84.533787
165,Fayette County,Family Care Center,165066,A5,Not a Title 1 School,HS,38.046323,-84.525421
165,Fayette County,Lexington Trad Magnet School,165067,A1,Title 1 Eligible - Schoolwide School,MS,38.050043,-84.491035
165,Fayette County,Locust Trace AgriScience Center,165068,A2,Not a Title 1 School,HS,38.10583,-84.571278
165,Fayette County,Madeline M Breckinridge Elem School,165072,A1,Title 1 Eligible - Schoolwide School,ES,38.023368,-84.461628
165,Fayette County,Maxwell Spanish Immersion Elem School,165074,A1,Not a Title 1 School,ES,38.036259,-84.493914
165,Fayette County,Morton Middle School,165076,A1,Title 1 Eligible - No Program,MS,38.024115,-84.491109
165,Fayette County,Northern Elementary School,165077,A1,Title 1 Eligible - Schoolwide School,ES,38.063647,-84.463095
165,Fayette County,Picadome Elementary School,165080,A1,Title 1 Eligible - Schoolwide School,ES,38.030773,-84.527289
165,Fayette County,Southern Elementary School,165081,A1,Title 1 Eligible - Schoolwide School,ES,37.980379,-84.513669
165,Fayette County,Squires Elementary School,165082,A1,Title 1 Eligible - Schoolwide School,ES,37.970409,-84.458867
165,Fayette County,Stonewall Elementary School,165085,A1,Not a Title 1 School,ES,38.000402,-84.554479
165,Fayette County,Russell Cave Elementary School,165090,A1,Title 1 Eligible - Schoolwide School,ES,38.120603,-84.446018
165,Fayette County,Tates Creek Elementary School,165095,A1,Title 1 Eligible - Schoolwide School,ES,37.985053,-84.482089
165,Fayette County,Coventry Oak Elementary,165098,A1,Title 1 Eligible - Schoolwide School,ES,38.103278,-84.512325
165,Fayette County,Garrett Morgan Elementary,165099,A1,Not a Title 1 School,ES,38.006605,-84.401432
165,Fayette County,Tates Creek Middle School,165100,A1,Title 1 Eligible - Schoolwide School,MS,37.985271,-84.48115
165,Fayette County,Tates Creek High School,165105,A1,Title 1 Eligible - No Program,HS,37.984707,-84.479764
165,Fayette County,Rise STEM Academy for Girls,165106,A5,Not a Title 1 School,MS,38.103966,-84.517022
165,Fayette County,Clays Mill Elementary School,165120,A1,Not a Title 1 School,ES,38.017919,-84.537004
165,Fayette County,Frederick Douglass High School,165125,A1,Title 1 Eligible - No Program,HS,38.040403,-84.435811
165,Fayette County,STEAM Academy,165130,A5,Not a Title 1 School,HS,38.053314,-84.485511
165,Fayette County,Success Academy,165133,A5,Not a Title 1 School,HS,38.083061,-84.510489
165,Fayette County,Yates Elementary School,165140,A1,Title 1 Eligible - Schoolwide School,ES,38.048653,-84.453419
165,Fayette County,Glendover Elementary School,165150,A1,Title 1 Eligible - Schoolwide School,ES,38.008018,-84.502118
165,Fayette County,Meadowthorpe Elementary School,165160,A1,Title 1 Eligible - Schoolwide School,ES,38.073069,-84.527009
165,Fayette County,Bryan Station High School,165170,A1,Title 1 Eligible - Schoolwide School,HS,38.067239,-84.456803
165,Fayette County,Mary Todd Elementary School,165180,A1,Title 1 Eligible - Schoolwide School,ES,38.082735,-84.45314
165,Fayette County,James Lane Allen Elementary School,165190,A1,Title 1 Eligible - Schoolwide School,ES,38.036623,-84.549205
165,Fayette County,Paul Laurence Dunbar High School,165200,A1,Title 1 Eligible - No Program,HS,38.017362,-84.576756
165,Fayette County,Jessie M Clark Middle School,165225,A1,Title 1 Eligible - No Program,MS,37.998559,-84.547787
165,Fayette County,Cardinal Valley Elementary School,165240,A1,Title 1 Eligible - Schoolwide School,ES,38.054259,-84.543293
165,Fayette County,Winburn Middle School,165245,A1,Title 1 Eligible - Schoolwide School,MS,38.087573,-84.47829
165,Fayette County,Millcreek Elementary School,165255,A1,Title 1 Eligible - Schoolwide School,ES,37.975375,-84.48778
165,Fayette County,Carter G. Woodson Preparatory Academy,165270,A5,Not a Title 1 School,ES,38.036167,-84.485275
165,Fayette County,Carter G. Woodson Academy,165275,A5,Not a Title 1 School,HS,38.039036,-84.434635
165,Fayette County,Southern Middle School,165525,A1,Title 1 Eligible - No Program,MS,37.979407,-84.511561
165,Fayette County,Brenda Cowan Elementary,165531,A1,Title 1 Eligible - No Program,ES,37.974015,-84.404978
165,Fayette County,Julius Marks Elementary School,165620,A1,Title 1 Eligible - Schoolwide School,ES,37.998879,-84.49146
165,Fayette County,FCPS Virtual Academy,165645,A5,Not a Title 1 School,HS,38.036167,-84.485275
165,Fayette County,Audrey Grevious Center,165651,A6,Not a Title 1 School,HS,38.036173,-84.485289
165,Fayette County,Fayette County Learning Center,165898,A5,Not a Title 1 School,HS,38.071045,-84.506448
165,Fayette County,Opportunity Middle College,165899,A5,Not a Title 1 School,HS,38.06836,-84.536547
165,Fayette County,Southside Technical Center,165904,A2,Not a Title 1 School,HS,38.028729,-84.530231
165,Fayette County,Eastside Technical Center,165905,A2,Not a Title 1 School,HS,38.025594,-84.446797
171,Fleming County,Ewing Elementary School,171020,A1,Title 1 Eligible - Schoolwide School,ES,38.417667,-83.836819
171,Fleming County,Simons Middle School,171030,A1,Title 1 Eligible - Schoolwide School,MS,38.425931,-83.736691
171,Fleming County,Fleming County High School,171035,A1,Title 1 Eligible - Schoolwide School,HS,38.421549,-83.763978
171,Fleming County,Flemingsburg Elementary School,171040,A1,Title 1 Eligible - Schoolwide School,ES,38.425702,-83.73938
171,Fleming County,E P Ward Elementary School,171050,A1,Title 1 Eligible - Schoolwide School,ES,38.335819,-83.594162
171,Fleming County,Hillsboro Elementary School,171060,A1,Title 1 Eligible - Schoolwide School,ES,38.296286,-83.658041
175,Floyd County,Duff-Allen Central Elementary,175010,A1,Title 1 Eligible - Schoolwide School,MS,37.507007,-82.815665
175,Floyd County,Duff-Allen Central Elementary,175010,A1,Title I Eligible - Schoolwide School,ES,37.507007,-82.815665
175,Floyd County,Prestonsburg Elementary School,175019,A1,Title 1 Eligible - Schoolwide School,ES,37.6528,-82.821278
175,Floyd County,Allen Elementary School,175020,A1,Title 1 Eligible - Schoolwide School,MS,37.631525,-82.712701
175,Floyd County,Allen Elementary School,175020,A1,Title I Eligible - Schoolwide School,ES,37.631525,-82.712701
175,Floyd County,May Valley Elementary School,175021,A1,Title 1 Eligible - Schoolwide School,ES,37.556531,-82.778561
175,Floyd County,Allen Central Middle School,175022,,,MS,,
175,Floyd County,South Floyd Middle School,175023,,,MS,,
175,Floyd County,Allen Central High School,175025,,,HS,,
175,Floyd County,South Floyd Elementary School,175030,A1,Title I Eligible - Schoolwide School,ES,37.38267,-82.734762
175,Floyd County,South Floyd Elementary School,175030,A1,Title 1 Eligible - Schoolwide School,MS,37.38267,-82.734762
175,Floyd County,Renaissance Learning Center,175050,A5,Not a Title 1 School,HS,37.574866,-82.751545
175,Floyd County,Betsy Layne High School,175110,A1,Title 1 Eligible - Schoolwide School,HS,37.562756,-82.637925
175,Floyd County,Floyd Central High School,175115,A1,Title 1 Eligible - Schoolwide School,HS,37.499446,-82.804685
175,Floyd County,Betsy Layne Elementary School,175120,A1,Title I Eligible - Schoolwide School,ES,37.553814,-82.633323
175,Floyd County,Betsy Layne Elementary School,175120,A1,Title 1 Eligible - Schoolwide School,MS,37.553814,-82.633323
175,Floyd County,South Floyd High School,175150,,,MS,,
175,Floyd County,South Floyd High School,175150,,,HS,,
175,Floyd County,James D. Adams Middle School,175440,A1,Title 1 Eligible - Schoolwide School,MS,37.669046,-82.744072
175,Floyd County,James A. Duff Elementary School,175450,,,ES,,
175,Floyd County,John M. Stumbo Elementary School,175485,A1,Title 1 Eligible - Schoolwide School,MS,37.47546,-82.656124
175,Floyd County,John M. Stumbo Elementary School,175485,A1,Title I Eligible - Schoolwide School,ES,37.47546,-82.656124
175,Floyd County,McDowell Elementary School,175640,,,ES,,
175,Floyd County,Prestonsburg High School,175850,A1,Title 1 Eligible - Schoolwide School,HS,37.677046,-82.779425
175,Floyd County,W.D. Osborne Elementary School,175995,,,ES,,
176,Fort Thomas Independent,Highlands High School,176010,A1,Not a Title 1 School,HS,39.084037,-84.450491
176,Fort Thomas Independent,Highlands Middle School,176011,A1,Title 1 Eligible - No Program,MS,39.085282,-84.450442
176,Fort Thomas Independent,Johnson Elementary School,176020,A1,Not a Title 1 School,ES,39.09207,-84.447033
176,Fort Thomas Independent,Moyer Elementary School,176030,A1,Title 1 Eligible - Targeted Assistance School,ES,39.076907,-84.453548
176,Fort Thomas Independent,Woodfill Elementary School,176040,A1,Title 1 Eligible - Targeted Assistance School,ES,39.059081,-84.451894
177,Frankfort Independent,Second Street School,177050,A1,Title I Eligible - Schoolwide School,ES,38.195364,-84.881113
177,Frankfort Independent,Second Street School,177050,A1,Title 1 Eligible - Schoolwide School,MS,38.195364,-84.881113
177,Frankfort Independent,Frankfort High School,177070,A1,Title 1 Eligible - Schoolwide School,HS,38.19273,-84.876796
177,Frankfort Independent,Frankfort High School,177070,A1,Title I Eligible - Schoolwide School,MS,38.19273,-84.876796
177,Frankfort Independent,Panther Transition Academy,177080,A5,Not a Title 1 School,HS,38.192721,-84.876801
181,Franklin County,The Academy,181011,A6,Not a Title 1 School,HS,38.173028,-84.818617
181,Franklin County,Franklin County Career and Technical Ctr,181012,A2,Not a Title 1 School,HS,38.212549,-84.826308
181,Franklin County,Westridge Elementary,181013,A1,Title 1 Eligible - Schoolwide School,ES,38.198085,-84.907821
181,Franklin County,Bridgeport Elementary School,181014,A1,Title 1 Eligible - Schoolwide School,ES,38.162337,-84.904409
181,Franklin County,Bondurant Middle School,181015,A1,Title 1 Eligible - No Program,MS,38.164899,-84.907617
181,Franklin County,Early Learning Village,181016,A1,Title 1 Eligible - Schoolwide School,ES,38.193388,-84.831264
181,Franklin County,Collins Lane,181025,A1,Title 1 Eligible - Schoolwide School,ES,38.177693,-84.887638
181,Franklin County,Elkhorn Middle School,181030,A1,Title 1 Eligible - No Program,MS,38.209744,-84.828463
181,Franklin County,Elkhorn Elementary School,181035,A1,Title 1 Eligible - Schoolwide School,ES,38.209125,-84.835769
181,Franklin County,Franklin County High School,181040,A1,Title 1 Eligible - No Program,HS,38.211,-84.826889
181,Franklin County,Hearn Elementary,181045,A1,Title 1 Eligible - Schoolwide School,ES,38.192225,-84.81353
181,Franklin County,Peaks Mill Elementary,181050,A1,Title 1 Eligible - Schoolwide School,ES,38.227002,-84.84857
181,Franklin County,Western Hills High School,181070,A1,Title 1 Eligible - No Program,HS,38.162036,-84.908096
181,Franklin County,William Cofield High School,181072,A5,Not a Title 1 School,HS,38.211802,-84.8126527
181,Franklin County,Future Forward Education & Career Center,181075,A6,Not a Title 1 School,HS,38.112295,-84.546379
185,Fulton County,Fulton County Middle School,185015,A1,Title 1 Eligible - Schoolwide School,MS,36.566753,-89.15647
185,Fulton County,Fulton County Elementary,185020,A1,Title 1 Eligible - Schoolwide School,ES,36.567498,-89.156845
185,Fulton County,Fulton County Elementary,185020,A1,Title I Eligible - Schoolwide School,MS,36.567498,-89.156845
185,Fulton County,Fulton County High School,185030,A1,Title 1 Eligible - Schoolwide School,HS,36.567897,-89.156901
186,Fulton Independent,Fulton Independent School,186018,A1,Title I Eligible - Schoolwide School,ES,36.509441,-88.890061
186,Fulton Independent,Fulton Independent School,186018,A1,Title I Eligible - Schoolwide School,MS,36.509441,-88.890061
186,Fulton Independent,Fulton Independent School,186018,A1,Title 1 Eligible - Schoolwide School,HS,36.509441,-88.890061
191,Gallatin County,Gallatin County Middle School,191005,A1,Title 1 Eligible - Schoolwide School,MS,38.785566,-84.891136
191,Gallatin County,Gallatin County Upper Elementary,191006,A1,Title 1 Eligible - Schoolwide School,ES,38.785445,-84.891844
191,Gallatin County,Gallatin County Lower Elementary,191010,A1,Title 1 Eligible - Schoolwide School,ES,38.784303,-84.894199
191,Gallatin County,Gallatin County High School,191020,A1,Title 1 Eligible - Schoolwide School,HS,38.786214,-84.888941
195,Garrard County,Camp Dick Robinson Elementary School,195050,A1,Title 1 Eligible - Schoolwide School,ES,37.696001,-84.663936
195,Garrard County,Garrard County High School,195060,A1,Title 1 Eligible - No Program,HS,37.601902,-84.570254
195,Garrard County,Garrard Middle School,195070,A1,Title 1 Eligible - Schoolwide School,MS,37.622472,-84.583413
195,Garrard County,Paint Lick Elementary School,195090,A1,Title 1 Eligible - Schoolwide School,ES,37.586745,-84.470684
195,Garrard County,Lancaster Elementary School,195220,A1,Title 1 Eligible - Schoolwide School,ES,37.622081,-84.579185
197,Glasgow Independent,Success Academy,197002,A5,Not a Title 1 School,HS,37.00813333,-85.88898333
197,Glasgow Independent,Highland Elementary School,197013,A1,Title 1 Eligible - Schoolwide School,ES,37.01161667,-85.89076667
197,Glasgow Independent,Happy Valley Learning Center,197015,A5,Not a Title 1 School,HS,37.00681667,-85.91835
197,Glasgow Independent,Glasgow High School,197030,A1,Title 1 Eligible - Schoolwide School,HS,37.00813333,-85.88898333
197,Glasgow Independent,Glasgow Middle School,197035,A1,Title 1 Eligible - Schoolwide School,MS,37.01063333,-85.88613333
197,Glasgow Independent,South Green Elementary School,197065,A1,Title 1 Eligible - Schoolwide School,ES,36.98071667,-85.93028333
201,Grant County,Sherman Elementary,201016,A1,Title 1 Eligible - Schoolwide School,ES,38.725513,-84.600541
201,Grant County,Crittenden-Mt. Zion Elementary,201020,A1,Title 1 Eligible - Schoolwide School,ES,38.764842,-84.610894
201,Grant County,Dry Ridge Elementary,201030,A1,Title 1 Eligible - Schoolwide School,ES,38.669505,-84.580324
201,Grant County,Grant County High School,201040,A1,Title 1 Eligible - No Program,HS,38.684265,-84.618508
201,Grant County,Mason-Corinth Elementary,201050,A1,Title 1 Eligible - Schoolwide School,ES,38.596397,-84.579101
201,Grant County,Grant County Middle School,201080,A1,Title 1 Eligible - No Program,MS,38.667476,-84.579783
205,Graves County,Cuba Elementary School,205010,,,ES,,
205,Graves County,Mayfield Youth Development Center,205011,A6,Not a Title 1 School,HS,36.713983,-88.676146
205,Graves County,Gateway Academy High School,205012,A5,Not a Title 1 School,HS,36.761116,-88.656395
205,Graves County,Graves County Central Elementary,205013,A1,Title 1 Eligible - Schoolwide School,ES,36.761742,-88.659279
205,Graves County,Fancy Farm Elementary School,205040,A1,Title 1 Eligible - Schoolwide School,ES,36.794633,-88.791158
205,Graves County,Farmington Elementary School,205060,A1,Title 1 Eligible - Schoolwide School,ES,36.67325,-88.537068
205,Graves County,Graves County Middle School,205100,A1,Title 1 Eligible - No Program,MS,36.763074,-88.65069
205,Graves County,Lowes Elementary School,205110,A1,Title I Eligible - Schoolwide School,ES,36.883184,-88.772459
205,Graves County,Sedalia Elementary School,205150,A1,Title 1 Eligible - Schoolwide School,ES,36.646948,-88.604804
205,Graves County,Symsonia Elementary School,205170,A1,Title 1 Eligible - Schoolwide School,ES,36.916231,-88.519535
205,Graves County,Wingo Elementary School,205200,A1,Title 1 Eligible - Schoolwide School,ES,36.64225,-88.742596
205,Graves County,Graves County High School,205215,A1,Title 1 Eligible - No Program,HS,36.760853,-88.65339
211,Grayson County,Grayson County Schools Preschool Center,211005,A4,Not a Title 1 School,,37.483134,-86.283642
211,Grayson County,H W Wilkey Elementary School,211010,A1,Title 1 Eligible - Schoolwide School,ES,37.482318,-86.284516
211,Grayson County,Caneyville Elementary School,211030,A1,Title 1 Eligible - Schoolwide School,ES,37.421882,-86.476427
211,Grayson County,Oran P Lawler Elementary School,211050,A1,Title 1 Eligible - Schoolwide School,ES,37.464675,-86.340487
211,Grayson County,Clarkson Elementary School,211080,A1,Title 1 Eligible - Schoolwide School,ES,37.494159,-86.21769
211,Grayson County,Grayson County High School,211085,A1,Title 1 Eligible - No Program,HS,37.463343,-86.337079
211,Grayson County,Grayson County Middle School,211095,A1,Title 1 Eligible - Schoolwide School,MS,37.483202,-86.282614
211,Grayson County,Grayson Co. Alternative Education,211220,A5,Not a Title 1 School,HS,37.463328,-86.337147
211,Grayson County,Grayson County Area Vocational Ed Center,211908,A2,Not a Title 1 School,HS,37.464082,-86.338307
215,Green County,Green County Primary School,215030,A1,Title 1 Eligible - Schoolwide School,ES,37.259383,-85.491466
215,Green County,Green County Intermediate School,215040,A1,Title 1 Eligible - Schoolwide School,ES,37.259972,-85.495478
215,Green County,Green County Middle School,215055,A1,Title 1 Eligible - Schoolwide School,MS,37.254183,-85.48799
215,Green County,Green County High School,215065,A1,Title 1 Eligible - No Program,HS,37.256009,-85.488742
221,Greenup County,Argillite Elementary School,221010,A1,Title 1 Eligible - Schoolwide School,ES,38.511766,-82.819211
221,Greenup County,Wurtland Middle School,221024,A1,Title 1 Eligible - Schoolwide School,MS,38.548789,-82.775054
221,Greenup County,Greenup County High School,221027,A1,Title 1 Eligible - No Program,HS,38.631144,-82.870304
221,Greenup County,Greysbranch Elementary School,221040,A1,Title 1 Eligible - Schoolwide School,ES,38.632731,-82.869896
221,Greenup County,Mckell Elementary School,221060,A1,Title 1 Eligible - Schoolwide School,ES,38.723999,-82.94828
221,Greenup County,Mckell Middle School,221105,A1,Title 1 Eligible - Schoolwide School,MS,38.721678,-82.947559
221,Greenup County,Wurtland Elementary School,221110,A1,Title 1 Eligible - Schoolwide School,ES,38.546264,-82.775558
225,Hancock County,Hancock County High School,225005,A1,Title 1 Eligible - No Program,HS,37.917914,-86.802761
225,Hancock County,North Hancock Elementary School,225006,A1,Title 1 Eligible - Schoolwide School,ES,37.923272,-86.852436
225,Hancock County,Hancock County Middle School,225007,A1,Title 1 Eligible - No Program,MS,37.917875,-86.804822
225,Hancock County,South Hancock Elementary School,225070,A1,Title 1 Eligible - Schoolwide School,ES,37.783453,-86.775159
231,Hardin County,East Hardin Middle School,231005,A1,Title 1 Eligible - Schoolwide School,MS,37.599059,-85.908311
231,Hardin County,Woodland Elementary School,231008,A1,Title 1 Eligible - Schoolwide School,ES,37.800045,-85.929846
231,Hardin County,John Hardin High School,231013,A1,Title 1 Eligible - Schoolwide School,HS,37.755034,-85.903605
231,Hardin County,Lakewood Elementary School,231014,A1,Title 1 Eligible - Schoolwide School,ES,37.614694,-86.014902
231,Hardin County,Bluegrass Middle School,231015,A1,Title 1 Eligible - Schoolwide School,MS,37.756865,-85.901524
231,Hardin County,Creekside Elementary School,231017,A1,Title 1 Eligible - Schoolwide School,ES,37.522045,-85.901686
231,Hardin County,Heartland Elementary School,231018,A1,Title 1 Eligible - Schoolwide School,ES,37.735071,-85.85431
231,Hardin County,G C Burkhead Elementary School,231020,A1,Title 1 Eligible - Schoolwide School,ES,37.695342,-85.905963
231,Hardin County,North Park Elementary School,231021,A1,Title 1 Eligible - Schoolwide School,ES,37.821337,-85.944531
231,Hardin County,College View Campus,231025,A5,Not a Title 1 School,HS,37.688585,-85.886196
231,Hardin County,Cecilia Valley Elementary School,231030,A1,Title 1 Eligible - Schoolwide School,ES,37.657909,-85.947567
231,Hardin County,New Highland Elementary School,231040,A1,Title 1 Eligible - Schoolwide School,ES,37.758454,-85.900298
231,Hardin County,Lincoln Trail Elementary School,231050,A1,Title 1 Eligible - Schoolwide School,ES,37.722499,-85.814804
231,Hardin County,Early College and Career Center,231070,A2,Not a Title 1 School,HS,37.693431,-85.879304
231,Hardin County,North Hardin High School,231075,A1,Title 1 Eligible - Schoolwide School,HS,37.824071,-85.948322
231,Hardin County,James T Alton Middle School,231077,A1,Title 1 Eligible - Schoolwide School,MS,37.804909,-85.98833
231,Hardin County,Radcliff Elementary School,231079,A1,Title 1 Eligible - Schoolwide School,ES,37.826586,-85.929193
231,Hardin County,North Middle School,231080,A1,Title 1 Eligible - Schoolwide School,MS,37.818131,-85.952538
231,Hardin County,Rineyville Elementary School,231090,A1,Title 1 Eligible - Schoolwide School,ES,37.746675,-85.971976
231,Hardin County,Vine Grove Elementary School,231165,A1,Title 1 Eligible - Schoolwide School,ES,37.805139,-85.987758
231,Hardin County,West Hardin Middle School,231168,A1,Title 1 Eligible - Schoolwide School,MS,37.616727,-86.018161
231,Hardin County,Hardin County Day Treatment Center,231180,A6,Not a Title 1 School,HS,37.706585,-85.883663
231,Hardin County,Central Hardin High School,231190,A1,Title 1 Eligible - Schoolwide School,HS,37.675339,-85.907243
231,Hardin County,Meadow View Elementary School,231210,A1,Title 1 Eligible - Schoolwide School,ES,37.827143,-85.955626
231,Hardin County,Lincoln Trail Behavioral Health Systems,231979,A6,Not a Title 1 School,HS,37.788205,-85.914976
231,Hardin County,Spectrum Care Academy,231982,A5,Not a Title 1 School,MS,37.716056,-85.810939
235,Harlan County,Harlan County High School,235025,A1,Title 1 Eligible - Schoolwide School,HS,36.885092,-83.275324
235,Harlan County,Black Mountain Elementary School,235060,A1,Title I Eligible - Schoolwide School,ES,36.857581,-83.169148
235,Harlan County,Black Mountain Elementary School,235060,A1,Title 1 Eligible - Schoolwide School,MS,36.857581,-83.169148
235,Harlan County,Cawood Elementary School,235110,A1,Title 1 Eligible - Schoolwide School,MS,36.784367,-83.22939
235,Harlan County,Cawood Elementary School,235110,A1,Title I Eligible - Schoolwide School,ES,36.784367,-83.22939
235,Harlan County,Cumberland Elementary School,235195,A1,Title I Eligible - Schoolwide School,ES,36.971762,-82.976229
235,Harlan County,Cumberland Elementary School,235195,A1,Title 1 Eligible - Schoolwide School,MS,36.971762,-82.976229
235,Harlan County,Evarts Elementary School,235290,A1,Title I Eligible - Schoolwide School,ES,36.868636,-83.193192
235,Harlan County,Evarts Elementary School,235290,A1,Title 1 Eligible - Schoolwide School,MS,36.868636,-83.193192
235,Harlan County,Green Hills Elementary School,235325,A1,Title I Eligible - Schoolwide School,ES,36.899821,-83.347776
235,Harlan County,Green Hills Elementary School,235325,A1,Title 1 Eligible - Schoolwide School,MS,36.899821,-83.347776
235,Harlan County,James A. Cawood Elementary,235340,A1,Title 1 Eligible - Schoolwide School,MS,39.010901,-84.581346
235,Harlan County,James A. Cawood Elementary,235340,A1,Title I Eligible - Schoolwide School,ES,39.010901,-84.581346
235,Harlan County,Rosspoint Elementary School,235540,A1,Title I Eligible - Schoolwide School,ES,36.883247,-83.290141
235,Harlan County,Rosspoint Elementary School,235540,A1,Title 1 Eligible - Schoolwide School,MS,36.883247,-83.290141
235,Harlan County,Wallins Elementary School,235640,A1,Title I Eligible - Schoolwide School,ES,36.822309,-83.412098
235,Harlan County,Wallins Elementary School,235640,A1,Title 1 Eligible - Schoolwide School,MS,36.822309,-83.412098
236,Harlan Independent,Harlan Elementary School,236020,A1,Title 1 Eligible - Schoolwide School,ES,36.847225,-83.317458
236,Harlan Independent,Harlan High School,236030,A1,Title 1 Eligible - Schoolwide School,HS,36.847015,-83.31866
236,Harlan Independent,Harlan High School,236030,A1,Title I Eligible - Schoolwide School,MS,36.847015,-83.31866
241,Harrison County,Eastside Elementary School,241035,A1,Title 1 Eligible - Schoolwide School,ES,38.3999291,-84.275398
241,Harrison County,Harrison County Learning Center,241037,A5,Not a Title 1 School,HS,38.380846,-84.29411
241,Harrison County,Southside Elementary School,241038,A1,Title 1 Eligible - Schoolwide School,ES,38.381421,-84.290103
241,Harrison County,Harrison County High School,241040,A1,Title 1 Eligible - No Program,HS,38.381441,-84.293992
241,Harrison County,Harrison County Middle School,241043,A1,Title 1 Eligible - No Program,MS,38.380158,-84.287929
241,Harrison County,Northside Elementary School,241045,A1,Title 1 Eligible - Schoolwide School,ES,38.422033,-84.284085
241,Harrison County,Westside Elementary School,241075,A1,Title 1 Eligible - Schoolwide School,ES,38.393707,-84.325917
245,Hart County,Bonnieville Elementary School,245010,A1,Title 1 Eligible - Schoolwide School,MS,37.38122,-85.90279
245,Hart County,Bonnieville Elementary School,245010,A1,Title I Eligible - Schoolwide School,ES,37.38122,-85.90279
245,Hart County,Cub Run Elementary School,245030,A1,Title I Eligible - Schoolwide School,ES,37.302909,-86.061508
245,Hart County,Cub Run Elementary School,245030,A1,Title 1 Eligible - Schoolwide School,MS,37.302909,-86.061508
245,Hart County,Hart County High School,245045,A1,Title 1 Eligible - No Program,HS,37.259902,-85.882138
