SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20202021,031,EDMONSON,151,Edmonson County,020,South Edmonson Elementary School,151020,031151020,210162000319,GRREC,902,A1,402,842.00,410.00,1252.00,8835.00,1584.00,10419.00,13387.00
20202021,031,EDMONSON,151,Edmonson County,022,Edmonson County 5/6 Center,151022,031151022,210162001985,GRREC,902,A1,276,652.00,386.00,1038.00,8915.00,1687.00,10602.00,13406.00
20202021,031,EDMONSON,151,Edmonson County,050,Edmonson County Middle School,151050,031151050,210162000321,GRREC,902,A1,263,466.00,601.00,1066.00,8388.00,1296.00,9684.00,12399.00
20202021,031,EDMONSON,151,Edmonson County,060,Edmonson County High School,151060,031151060,210162001442,GRREC,902,A1,611,287.00,597.00,884.00,8115.00,1659.00,9773.00,12305.00
20202021,031,EDMONSON,151,Edmonson County,080,Kyrock Elementary School,151080,031151080,210162000322,GRREC,902,A1,272,1578.00,495.00,2072,9651.00,1478.00,11129.00,15033.00
20202021,047,HARDIN,152,Elizabethtown Independent,"",---District Total---,152,"","",GRREC,902,"",2413,489,278,766,9128,1407,10535,12154
20202021,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,047152010,210165000323,GRREC,902,A1,764,345,226,572,8759,1146,9906,10478
20202021,047,HARDIN,152,Elizabethtown Independent,015,Helmwood Heights Elementary School,152015,047152015,210165000324,GRREC,902,A1,333,711,279,990,10269,1352,11622,12612
20202021,047,HARDIN,152,Elizabethtown Independent,020,Morningside Elementary School,152020,047152020,210165000325,GRREC,902,A1,495,547,307,854,8756,1513,10268,11123
20202021,047,HARDIN,152,Elizabethtown Independent,025,Panther Academy,152025,047152025,210165002319,GRREC,902,A1,175,502,363,864,13562,2182,15744,16609
20202021,047,HARDIN,152,Elizabethtown Independent,035,Talton K Stone Middle School,152035,047152035,210165000326,GRREC,902,A1,592,443,288,732,7913,946,8859,9591
20202021,047,HARDIN,152,Elizabethtown Independent,041,Valley View Education Center,152041,047152041,210165002355,GRREC,902,A6,54,,,,,,,
20202021,032,ELLIOTT,155,Elliott County,"",---District Total---,155,"","",KEDC,903,"",947,765,745,1511,8889,1749,10638,14153
20202021,032,ELLIOTT,155,Elliott County,100,Elliott County Primary School,155100,032155100,210168002505,KEDC,903,A1,193,1491,739,2230,9266,1927,11193,13423
20202021,032,ELLIOTT,155,Elliott County,270,Elliott County Intermediate School,155270,032155270,210168000330,KEDC,903,A1,214,1385,883,2268,8892,2263,11155,13423
20202021,032,ELLIOTT,155,Elliott County,275,Elliott County Middle School,155275,032155275,210168002504,KEDC,903,A1,232,128,646,774,7014,1416,8430,9204
20202021,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000331,KEDC,903,A1,308,360,728,1088,10021,1778,11799,12883
20202021,052,HENRY,156,Eminence Independent,"",---District Total---,156,"","",OVEC,906,"",892,435,598,1034,8935,1968,10903,19611
20202021,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,OVEC,906,A1,453,282,719,1001,9298,2237,12146,23749
20202021,052,HENRY,156,Eminence Independent,020,Eminence Elementary School,156020,052156020,210171000333,OVEC,906,A1,369,685,500,1185,9334,1761,11749,22568
20202021,052,HENRY,156,Eminence Independent,025,Bluegrass Challenge Academy,156025,052156025,210171002455,OVEC,906,A5,70,,,,,,,
20202021,059,KENTON,157,Erlanger-Elsmere Independent,"",---District Total---,157,"","",NKCES,905,"",2350,792,1091,1883,9956,1565,11522,15384
20202021,059,KENTON,157,Erlanger-Elsmere Independent,003,Lindeman Elementary School,157003,059157003,210174000334,NKCES,905,A1,321,1111.00,1233.00,2344.00,9694.00,1602.00,11296.00,15424.00
20202021,059,KENTON,157,Erlanger-Elsmere Independent,005,Arnett Elementary School,157005,059157005,210174000335,NKCES,905,A1,230,1897.00,1337.00,3234.00,12955.00,1724.00,14679.00,21283.00
20202021,059,KENTON,157,Erlanger-Elsmere Independent,010,Howell Elementary School,157010,059157010,210174000336,NKCES,905,A1,276,1111.00,1020.00,2131.00,10454.00,1593.00,12048.00,15899.00
20202021,059,KENTON,157,Erlanger-Elsmere Independent,015,Early Learning Center,157015,059157015,210174002498,NKCES,905,A4,0,,,,,,,
20202021,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000337,NKCES,905,A1,610,500.00,947.00,1447.00,9939.00,1804,11744.00,14972.00
20202021,059,KENTON,157,Erlanger-Elsmere Independent,050,Miles Elementary School,157050,059157050,210174000338,NKCES,905,A1,250,1236.00,1044.00,2280.00,10315.00,1569.00,11887.00,16060.00
20202021,059,KENTON,157,Erlanger-Elsmere Independent,060,Tichenor Middle School,157060,059157060,210174000339,NKCES,905,A1,564,244.00,956.00,1200.00,9607.00,1569.00,11176.00,13952.00
20202021,059,KENTON,157,Erlanger-Elsmere Independent,061,Bartlett Educational Center,157061,059157061,210174002313,NKCES,905,A5,99,,,,,,,
20202021,033,ESTILL,161,Estill County,"",---District Total---,161,"","",SESC,907,"",2150,1165,683,1849,8461,1341,9802,17703
20202021,033,ESTILL,161,Estill County,011,Estill Springs Elementary,161011,033161011,210176001746,SESC,907,A1,507,1366,679,2045,7049,1717,14981,17026
20202021,033,ESTILL,161,Estill County,014,Estill County Success Academy,161014,033161014,210176002406,SESC,907,A5,14,,,,,,,
20202021,033,ESTILL,161,Estill County,085,Estill County Middle School,161085,033161085,210176000341,SESC,907,A1,547,993,682,1020,6351,1924,9789,8283
20202021,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000342,SESC,907,A1,661,953,694,1647,990,6527,9816,8559
20202021,033,ESTILL,161,Estill County,220,South Irvine Early Learning Center,161220,033161220,210176000345,SESC,907,A4,0,,,,,,,
20202021,033,ESTILL,161,Estill County,280,West Irvine Intermediate,161280,033161280,210176000346,SESC,907,A1,421,1122,702,1168,7247,1897,15360,7605
20202021,010,BOYD,162,Fairview Independent,"",---District Total---,162,"","",KEDC,903,"",647,1508,1016,2525,7889,1972,9861,15125
20202021,010,BOYD,162,Fairview Independent,011,Fairview Elementary School,162011,010162011,210180001889,KEDC,903,A1,250,1674,1636,3310,7989,2004,9993,17031
20202021,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,KEDC,903,A1,397,1404,626,2030,7826,2025,9855,15614
20202021,034,FAYETTE,165,Fayette County,"",---District Total---,165,"","",CKEC,901,"",40362,721,450,1171,11756,1468,13223,17307
20202021,034,FAYETTE,165,Fayette County,005,Arlington Elementary School,165005,034165005,210186000350,CKEC,901,A1,241,1165,812,1978,16719,1552,18130,22699
20202021,034,FAYETTE,165,Fayette County,007,Ashland Elementary School,165007,034165007,210186000351,CKEC,901,A1,238,827,497,1323,15581,1513,16952,21456
20202021,034,FAYETTE,165,Fayette County,009,UK Early Childhood Lab,165009,034165009,210186002385,CKEC,901,A4,0,,,,,,,
20202021,034,FAYETTE,165,Fayette County,012,Veterans Park Elementary School,165012,034165012,210186001421,CKEC,901,A1,694,1135,405,1540,12017,1486,13362,15997
20202021,034,FAYETTE,165,Fayette County,015,Beaumont Middle School,165015,034165015,210186000353,CKEC,901,A1,862,378,405,783,11948,1462,13269,15134
20202021,034,FAYETTE,165,Fayette County,018,Scapa At Bluegrass,165018,034165018,210186000354,CKEC,901,A1,272,378,398,775,16188,1539,17585,20755
20202021,034,FAYETTE,165,Fayette County,021,Martin L King Acad for Excellence Alt,165021,034165021,210186001848,CKEC,901,A5,141,,,,,,,
20202021,034,FAYETTE,165,Fayette County,025,Crawford Middle School,165025,034165025,210186000357,CKEC,901,A1,794,1041,437,1478,11492,1434,12785,15415
20202021,034,FAYETTE,165,Fayette County,030,Bryan Station Middle School,165030,034165030,210186000358,CKEC,901,A1,736,765,408,1173,12226,1471,13555,15882
20202021,034,FAYETTE,165,Fayette County,032,Cassidy Elementary School,165032,034165032,210186000359,CKEC,901,A1,600,884,397,1281,12230,1510,13598,16055
20202021,034,FAYETTE,165,Fayette County,034,Edythe Jones Hayes Middle School,165034,034165034,210186001957,CKEC,901,A1,1149,409,409,818,11114,1443,12416,14247
20202021,034,FAYETTE,165,Fayette County,035,Deep Springs Elementary School,165035,034165035,210186000360,CKEC,901,A1,486,996,608,1604,12273,1451,13583,16617
20202021,034,FAYETTE,165,Fayette County,036,Dixie Elementary Magnet School,165036,034165036,210186000361,CKEC,901,A1,520,792,461,1253,12784,1505,14148,16777
20202021,034,FAYETTE,165,Fayette County,037,Garden Springs Elementary School,165037,034165037,210186000362,CKEC,901,A1,387,823,438,1261,14530,1465,15854,18884
20202021,034,FAYETTE,165,Fayette County,038,Harrison Elementary School,165038,034165038,210186000363,CKEC,901,A1,222,1411,1108,2519,19699,1589,21147,27054
20202021,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,CKEC,901,A1,2123,432,405,837,10486,1424,11769,13533
20202021,034,FAYETTE,165,Fayette County,045,Athens-Chilesburg Elementary,165045,034165045,210186001987,CKEC,901,A1,541,901,397,1299,11987,1646,13492,16146
20202021,034,FAYETTE,165,Fayette County,052,Rosa Parks Elementary School,165052,034165052,210186001422,CKEC,901,A1,658,1190,406,1596,11697,1461,13017,15735
20202021,034,FAYETTE,165,Fayette County,054,The Stables,165054,034165054,210186002320,CKEC,901,A5,45,,,,,,,
20202021,034,FAYETTE,165,Fayette County,055,Booker T Washington Elementary School,165055,034165055,210186002426,CKEC,901,A1,254,908,504,1412,14685,1506,16050,20081
20202021,034,FAYETTE,165,Fayette County,056,William Wells Brown Elementary,165056,034165056,210186002199,CKEC,901,A1,234,1879,1098,2976,19435,1620,20914,26517
20202021,034,FAYETTE,165,Fayette County,057,Liberty Elementary,165057,034165057,210186002207,CKEC,901,A1,708,387,400,787,11940,1482,13281,15231
20202021,034,FAYETTE,165,Fayette County,058,Sandersville Elementary,165058,034165058,210186002189,CKEC,901,A1,586,568,405,973,12499,1505,13862,16146
20202021,034,FAYETTE,165,Fayette County,059,Wellington Elementary,165059,034165059,210186002247,CKEC,901,A1,576,1374,402,1776,11644,1494,12997,16058
20202021,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,CKEC,901,A1,2440,434,399,833,9596,1538,10993,12742
20202021,034,FAYETTE,165,Fayette County,062,Lansdowne Elementary School,165062,034165062,210186000368,CKEC,901,A1,548,966,447,1413,12365,1512,13736,16485
20202021,034,FAYETTE,165,Fayette County,065,Leestown Middle School,165065,034165065,210186000369,CKEC,901,A1,1031,698,473,1171,11170,1496,12524,14727
20202021,034,FAYETTE,165,Fayette County,066,Family Care Center,165066,034165066,210186002325,CKEC,901,A5,34,,,,,,,
20202021,034,FAYETTE,165,Fayette County,067,Lexington Trad Magnet School,165067,034165067,210186000370,CKEC,901,A1,344,1428,644,2071,15474,1474,16807,20877
20202021,034,FAYETTE,165,Fayette County,068,Locust Trace AgriScience Center,165068,034165068,210186002362,CKEC,901,A2,0,,,,,,,
20202021,034,FAYETTE,165,Fayette County,072,Madeline M Breckinridge Elem School,165072,034165072,210186000372,CKEC,901,A1,502,1045,431,1476,12458,1526,13842,16727
20202021,034,FAYETTE,165,Fayette County,074,Maxwell Spanish Immersion Elem School,165074,034165074,210186000373,CKEC,901,A1,560,643,397,1040,11338,1433,12629,14891
20202021,034,FAYETTE,165,Fayette County,076,Morton Middle School,165076,034165076,210186000374,CKEC,901,A1,751,378,399,777,11921,1369,13148,15064
20202021,034,FAYETTE,165,Fayette County,077,Northern Elementary School,165077,034165077,210186000375,CKEC,901,A1,451,1033,453,1485,13211,1768,14839,17856
20202021,034,FAYETTE,165,Fayette County,079,Fayette County Preschool Center,165079,034165079,210186002337,CKEC,901,A4,0,,,,,,,
20202021,034,FAYETTE,165,Fayette County,080,Picadome Elementary School,165080,034165080,210186000376,CKEC,901,A1,388,1001,428,1429,13415,1459,14733,17895
20202021,034,FAYETTE,165,Fayette County,081,Southern Elementary School,165081,034165081,210186000377,CKEC,901,A1,452,1023,448,1470,13823,1492,15174,18172
20202021,034,FAYETTE,165,Fayette County,082,Squires Elementary School,165082,034165082,210186001584,CKEC,901,A1,395,1071,462,1533,13955,1548,15362,18585
20202021,034,FAYETTE,165,Fayette County,085,Stonewall Elementary School,165085,034165085,210186000378,CKEC,901,A1,633,425,397,822,11846,1433,13137,15086
20202021,034,FAYETTE,165,Fayette County,090,Russell Cave Elementary School,165090,034165090,210186000380,CKEC,901,A1,243,1429,398,1826,15129,1524,16512,21175
20202021,034,FAYETTE,165,Fayette County,095,Tates Creek Elementary School,165095,034165095,210186000381,CKEC,901,A1,584,838,423,1261,13222,1496,14576,17167
20202021,034,FAYETTE,165,Fayette County,098,Coventry Oak Elementary,165098,034165098,210186002433,CKEC,901,A1,554,988,520,1508,12137,1518,13513,16388
20202021,034,FAYETTE,165,Fayette County,099,Garrett Morgan Elementary,165099,034165099,210186002435,CKEC,901,A1,655,378,397,775,11653,1466,12978,14877
20202021,034,FAYETTE,165,Fayette County,100,Tates Creek Middle School,165100,034165100,210186000382,CKEC,901,A1,749,1003,421,1424,12018,1446,13323,15914
20202021,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,CKEC,901,A1,1711,401,432,833,10794,1423,12075,13842
20202021,034,FAYETTE,165,Fayette County,106,Rise STEM Academy for Girls,165106,034165106,210186002513,CKEC,901,A5,132,,,,,,,
20202021,034,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,034165120,210186000384,CKEC,901,A1,472,1275,407,1682,13278,1525,14662,17837
20202021,034,FAYETTE,165,Fayette County,125,Frederick Douglass High School,165125,034165125,210186002459,CKEC,901,A1,1590,392,409,801,10259,1462,11580,13340
20202021,034,FAYETTE,165,Fayette County,130,STEAM Academy,165130,034165130,210186002341,CKEC,901,A5,260,,,,,,,
20202021,034,FAYETTE,165,Fayette County,133,Success Academy,165133,034165133,210186002463,CKEC,901,A5,42,,,,,,,
20202021,034,FAYETTE,165,Fayette County,140,Yates Elementary School,165140,034165140,210186000385,CKEC,901,A1,301,989,682,1672,15574,1462,16894,20516
20202021,034,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,034165150,210186000386,CKEC,901,A1,501,621,402,1023,13690,1504,15053,17523
20202021,034,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,165160,034165160,210186000387,CKEC,901,A1,435,688,445,1133,13116,1493,14467,17009
20202021,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,CKEC,901,A1,1810,844,456,1300,10406,1447,11712,13951
20202021,034,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,165180,034165180,210186000389,CKEC,901,A1,412,1171,728,1898,15067,1510,16435,19968
20202021,034,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,034165190,210186000390,CKEC,901,A1,420,818,413,1231,13980,1457,15296,18062
20202021,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,CKEC,901,A1,2069,378,408,786,10035,1453,11337,13046
20202021,034,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,034165225,210186000391,CKEC,901,A1,1146,406,408,813,10985,1424,12267,14093
20202021,034,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,034165240,210186000392,CKEC,901,A1,583,1035,437,1472,12646,1482,13986,16770
20202021,034,FAYETTE,165,Fayette County,245,Winburn Middle School,165245,034165245,210186000393,CKEC,901,A1,800,915,415,1330,12424,1434,13717,16189
20202021,034,FAYETTE,165,Fayette County,255,Millcreek Elementary School,165255,034165255,210186001419,CKEC,901,A1,472,1325,527,1853,13022,1461,14342,17572
20202021,034,FAYETTE,165,Fayette County,275,Carter G. Woodson Academy,165275,034165275,210186002323,CKEC,901,A5,203,,,,,,,
20202021,034,FAYETTE,165,Fayette County,525,Southern Middle School,165525,034165525,210186000394,CKEC,901,A1,754,378,399,777,11663,1451,12971,14911
20202021,034,FAYETTE,165,Fayette County,531,Brenda Cowan Elementary,165531,034165531,210186002486,CKEC,901,A1,477,648,397,1045,12295,1429,13626,15999
20202021,034,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,034165620,210186000395,CKEC,901,A1,467,1016,504,1520,13777,1496,15132,17991
20202021,034,FAYETTE,165,Fayette County,645,FCPS Virtual Academy,165645,034165645,210186002506,CKEC,901,A5,708,,,,,,,
20202021,034,FAYETTE,165,Fayette County,651,Audrey Grevious Center,165651,034165651,210186001480,CKEC,901,A6,36,,,,,,,
20202021,034,FAYETTE,165,Fayette County,887,Fayette Pre-School,165887,034165887,210186002263,CKEC,901,A4,0,,,,,,,
20202021,034,FAYETTE,165,Fayette County,898,Fayette County Learning Center,165898,034165898,210186002251,CKEC,901,A5,142,,,,,,,
20202021,034,FAYETTE,165,Fayette County,899,Opportunity Middle College,165899,034165899,210186002242,CKEC,901,A5,38,,,,,,,
20202021,034,FAYETTE,165,Fayette County,904,Southside Technical Center,165904,034165904,210186001563,CKEC,901,A2,0,,,,,,,
20202021,034,FAYETTE,165,Fayette County,905,Eastside Technical Center,165905,034165905,210186001564,CKEC,901,A2,0,,,,,,,
20202021,035,FLEMING,171,Fleming County,"",---District Total---,171,"","",KEDC,903,"",2108,703,448,1150,8163,2079,10242,12913
20202021,035,FLEMING,171,Fleming County,020,Ewing Elementary School,171020,035171020,210192000396,KEDC,903,A1,292,780,432,1212,7504,2014,9519,10731
20202021,035,FLEMING,171,Fleming County,030,Simons Middle School,171030,035171030,210192000397,KEDC,903,A1,350,442,432,873,8567,2112,10680,11554
20202021,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,KEDC,903,A1,670,492,481,973,7941,2355,10297,11271
20202021,035,FLEMING,171,Fleming County,040,Flemingsburg Elementary School,171040,035171040,210192000399,KEDC,903,A1,482,745,431,1177,8648,1623,10271,11448
20202021,035,FLEMING,171,Fleming County,050,E P Ward Elementary School,171050,035171050,210192000400,KEDC,903,A1,164,1154,431,1586,8417,2291,10708,12294
20202021,035,FLEMING,171,Fleming County,060,Hillsboro Elementary School,171060,035171060,210192000401,KEDC,903,A1,150,1469,432,1901,8841,2297,11139,13040
20202021,036,FLOYD,175,Floyd County,"",---District Total---,175,"","",KVEC,904,"",5478,2829,1642,4472,7305,1407,8712,16081
20202021,036,FLOYD,175,Floyd County,010,Duff-Allen Central Elementary,175010,036175010,210195002452,KVEC,904,A1,555,2984,1753,4737,7605,1177,8783,13520
20202021,036,FLOYD,175,Floyd County,019,Prestonsburg Elementary School,175019,036175019,210195002210,KVEC,904,A1,634,2359,1516,3874,6506,1074,7581,11455
20202021,036,FLOYD,175,Floyd County,020,Allen Elementary School,175020,036175020,210195000403,KVEC,904,A1,466,2616,1548,4164,6568,1194,7762,11926
20202021,036,FLOYD,175,Floyd County,021,May Valley Elementary School,175021,036175021,210195001426,KVEC,904,A1,308,2714,1637,4352,7644,1286,8930,13282
20202021,036,FLOYD,175,Floyd County,030,South Floyd Elementary School,175030,036175030,210195002446,KVEC,904,A1,624,2936,1531,4468,6894,1330,8224,12691
20202021,036,FLOYD,175,Floyd County,050,Renaissance Learning Center,175050,036175050,210195001004,KVEC,904,A5,35,,,,,,,
20202021,036,FLOYD,175,Floyd County,110,Betsy Layne High School,175110,036175110,210195000406,KVEC,904,A1,397,2258,1484,3742,7363,2031,9393,13137
20202021,036,FLOYD,175,Floyd County,115,Floyd Central High School,175115,036175115,210195002450,KVEC,904,A1,654,2469,1309,3778,6307,1310,7616,11394
20202021,036,FLOYD,175,Floyd County,120,Betsy Layne Elementary School,175120,036175120,210195000407,KVEC,904,A1,647,2940,1561,4501,6181,1193,7375,11875
20202021,036,FLOYD,175,Floyd County,440,James D. Adams Middle School,175440,036175440,210195001670,KVEC,904,A1,335,2697,1510,4207,6086,1360,7447,11654
20202021,036,FLOYD,175,Floyd County,485,John M. Stumbo Elementary School,175485,036175485,210195000415,KVEC,904,A1,292,3116,2072,5189,7798,1254,9052,14241
20202021,036,FLOYD,175,Floyd County,850,Prestonsburg High School,175850,036175850,210195000423,KVEC,904,A1,531,2092,1436,3528,6625,1821,8448,11976
20202021,019,CAMPBELL,176,Fort Thomas Independent,"",---District Total---,176,"","",NKCES,905,"",3054,312,287,598,9817,1772,11589,18350
20202021,019,CAMPBELL,176,Fort Thomas Independent,010,Highlands High School,176010,019176010,210204000428,NKCES,905,A1,1025,307,296,603,9573,1854,11427,14497
20202021,019,CAMPBELL,176,Fort Thomas Independent,011,Highlands Middle School,176011,019176011,210204001400,NKCES,905,A1,759,151,280,431,8872,1494,10366,13265
20202021,019,CAMPBELL,176,Fort Thomas Independent,020,Johnson Elementary School,176020,019176020,210204000429,NKCES,905,A1,391,305,280,584,10312,1248,11560,43467
20202021,019,CAMPBELL,176,Fort Thomas Independent,030,Moyer Elementary School,176030,019176030,210204000430,NKCES,905,A1,510,332,280,612,10323,1382,11705,14785
20202021,019,CAMPBELL,176,Fort Thomas Independent,040,Woodfill Elementary School,176040,019176040,210204000431,NKCES,905,A1,369,634,280,913,11217,1425,12642,16023
20202021,037,FRANKLIN,177,Frankfort Independent,"",---District Total---,177,"","",CKEC,901,"",879,1638,603,2242,9169,2196,11364,19554
20202021,037,FRANKLIN,177,Frankfort Independent,040,Frankfort Early Learning Academy,177040,037177040,210198002334,CKEC,901,A4,0,,,,,,,
20202021,037,FRANKLIN,177,Frankfort Independent,050,Second Street School,177050,037177050,210198000432,CKEC,901,A1,568,1329,502,1831,8665,1994,10678,12509
20202021,037,FRANKLIN,177,Frankfort Independent,070,Frankfort High School,177070,037177070,210198000433,CKEC,901,A1,283,2198,841,3039,10884,2474,13661,16700
20202021,037,FRANKLIN,177,Frankfort Independent,080,Panther Transition Academy,177080,037177080,210198001524,CKEC,901,A5,28,,,,,,,
20202021,037,FRANKLIN,181,Franklin County,"",---District Total---,181,"","",OVEC,906,"",6076,618,459,1077,9036,1406,10442,14791
20202021,037,FRANKLIN,181,Franklin County,011,The Academy,181011,037181011,210201001917,OVEC,906,A6,51,,,,,,,
20202021,037,FRANKLIN,181,Franklin County,012,Franklin County Career and Technical Ctr,181012,037181012,210201002055,OVEC,906,A2,0,,,,,,,
20202021,037,FRANKLIN,181,Franklin County,013,Westridge Elementary,181013,037181013,210201001989,OVEC,906,A1,347,1168,711,1878,11851,1535,13534,15413
20202021,037,FRANKLIN,181,Franklin County,014,Bridgeport Elementary School,181014,037181014,210201001990,OVEC,906,A1,384,1176,714,1890,11304,1577,13029,14920
20202021,037,FRANKLIN,181,Franklin County,015,Bondurant Middle School,181015,037181015,210201000435,OVEC,906,A1,640,434,591,1025,9985,1511,11644,12669
20202021,037,FRANKLIN,181,Franklin County,016,Early Learning Village,181016,037181016,210201002219,OVEC,906,A1,226,1360,811,2171,15842,2027,18017,20188
20202021,037,FRANKLIN,181,Franklin County,025,Collins Lane,181025,037181025,210201000437,OVEC,906,A1,487,879,592,1471,10228,1330,11705,13177
20202021,037,FRANKLIN,181,Franklin County,030,Elkhorn Middle School,181030,037181030,210201000438,OVEC,906,A1,821,380,579,958,9404,1443,10996,11954
20202021,037,FRANKLIN,181,Franklin County,035,Elkhorn Elementary School,181035,037181035,210201000439,OVEC,906,A1,406,885,600,1486,9537,1344,11029,12514
20202021,037,FRANKLIN,181,Franklin County,040,Franklin County High School,181040,037181040,210201000440,OVEC,906,A1,924,319,546,865,10047,1643,11838,12703
20202021,037,FRANKLIN,181,Franklin County,045,Hearn Elementary,181045,037181045,210201000441,OVEC,906,A1,412,910,780,1690,11149,1565,12862,14552
20202021,037,FRANKLIN,181,Franklin County,050,Peaks Mill Elementary,181050,037181050,210201000442,OVEC,906,A1,426,1068,582,1649,9936,1407,11491,13140
20202021,037,FRANKLIN,181,Franklin County,070,Western Hills High School,181070,037181070,210201001420,OVEC,906,A1,840,386,531,918,10005,1789,11650,12859
20202021,037,FRANKLIN,181,Franklin County,072,William Cofield High School,181072,037181072,210201002471,OVEC,906,A5,73,,,,,,,
20202021,037,FRANKLIN,181,Franklin County,075,Fayette County Juvenile Detention Center,181075,037181075,210201002518,OVEC,906,A6,39,,,,,,,
20202021,038,FULTON,185,Fulton County,"",---District Total---,185,"","",WKEC,908,"",589,1082,1435,2517,8850,2199,11049,14724
20202021,038,FULTON,185,Fulton County,015,Fulton County Middle School,185015,038185015,210210002480,WKEC,908,A1,185,961,1342,2305,6055,1336,7391,10741
20202021,038,FULTON,185,Fulton County,020,Fulton County Elementary,185020,038185020,210210002113,WKEC,908,A1,232,935,1274,2209,8318,2338,10656,13910
20202021,038,FULTON,185,Fulton County,030,Fulton County High School,185030,038185030,210210000445,WKEC,908,A1,172,1064,1276,2339,9477,2070,11547,14931
20202021,038,FULTON,186,Fulton Independent,"",---District Total---,186,"","",WKEC,908,"",281,3632,1127,4758,9772,3395,13167,18799
20202021,038,FULTON,186,Fulton Independent,018,Fulton Independent School,186018,038186018,210207002205,WKEC,908,A1,281,3632,1127,4758,9772,3395,13167,18799
20202021,039,GALLATIN,191,Gallatin County,"",---District Total---,191,"","",OVEC,906,"",1437,870,462,1332,9537,1924,11461,17678
20202021,039,GALLATIN,191,Gallatin County,005,Gallatin County Middle School,191005,039191005,210213001609,OVEC,906,A1,307,911,531,1442,9944,2441,12388,13830
20202021,039,GALLATIN,191,Gallatin County,006,Gallatin County Upper Elementary,191006,039191006,210213001850,OVEC,906,A1,319,1047,410,1457,9041,1291,10332,11789
20202021,039,GALLATIN,191,Gallatin County,010,Gallatin County Lower Elementary,191010,039191010,210213000450,OVEC,906,A1,309,1021,546,1567,11494,2151,13649,15216
20202021,039,GALLATIN,191,Gallatin County,020,Gallatin County High School,191020,039191020,210213000451,OVEC,906,A1,502,626,395,1021,8278,2024,10302,11323
20202021,040,GARRARD,195,Garrard County,"",---District Total---,195,"","",SESC,907,"",2460,705,573,1278,8826,1585,10412,13119
20202021,040,GARRARD,195,Garrard County,050,Camp Dick Robinson Elementary School,195050,040195050,210216000454,SESC,907,A1,414,979,424,1403,10266,2037,12303,14330
20202021,040,GARRARD,195,Garrard County,060,Garrard County High School,195060,040195060,210216000455,SESC,907,A1,742,1419,394,1813,8624,2223,10847,11949
20202021,040,GARRARD,195,Garrard County,070,Garrard Middle School,195070,040195070,210216001672,SESC,907,A1,617,740,373,1113,8641,2343,10984,12598
20202021,040,GARRARD,195,Garrard County,090,Paint Lick Elementary School,195090,040195090,210216000456,SESC,907,A1,274,1574,457,2032,11238,2016,13254,14486
20202021,040,GARRARD,195,Garrard County,220,Lancaster Elementary School,195220,040195220,210216000457,SESC,907,A1,413,2101,429,2530,10619,1984,12604,13876
20202021,005,BARREN,197,Glasgow Independent,"",---District Total---,197,"","",GRREC,902,"",2216,1196,583,1779,9037,1653,10690,14827
20202021,005,BARREN,197,Glasgow Independent,002,Success Academy,197002,005197002,210222002215,GRREC,902,A5,65,,,,,,,
20202021,005,BARREN,197,Glasgow Independent,013,Highland Elementary School,197013,005197013,210222001991,GRREC,902,A1,579,2070,765,2835,15668,1691,18051,17008
20202021,005,BARREN,197,Glasgow Independent,015,Happy Valley Learning Center,197015,005197015,210222002101,GRREC,902,A5,9,,,,,,,
20202021,005,BARREN,197,Glasgow Independent,030,Glasgow High School,197030,005197030,210222000461,GRREC,902,A1,566,1891,930,2821,16591,2385,19669,18617
